abstract,address,author,booktitle,citation_key,copyright,doi,entry_type,file,isbn,issn,journal,language,month,number,pages,publisher,shorttitle,title,url,urldate,volume,year
"Studies regarding image classiﬁcation based on plant and crop disease images that were acquired using a visible light camera have been conducted in the past, whereas those based on thermal images are limited. This is because the thermal images are blurry due to the nature of the thermal camera, which makes it extremely difﬁcult to classify objects. Therefore, this study proposes a new plant and crop disease classiﬁcation method based on thermal images. The proposed method used a convolutional neural network with explainable artiﬁcial intelligence (XAI) to improve plant and crop disease classiﬁcation performance. A new thermal plant image dataset was built for conducting the experiments, which contained 4,720 various images of ﬂowers and leaves. In addition, an open database of crop diseases was also used, such as the Paddy crop dataset. The proposed plant and crop disease classiﬁcation method demonstrated a 98.55\% accuracy for the thermal plant image dataset and a 90.04\% accuracy for the Paddy crop dataset, both of which outperformed other existing methods.",,"Batchuluun, Ganbayar and Nam, Se Hyun and Park, Kang Ryoung",,batchuluunDeepLearningbasedPlant2022,,10.1016/j.jksuci.2022.11.003,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\KIU2699G\\Batchuluun et al. - 2022 - Deep learning-based plant classification and crop disease classification by thermal camera.pdf:application/pdf,,13191578,Journal of King Saud University - Computer and Information Sciences,en,nov,10,10474--10486,,,Deep learning-based plant classification and crop disease classification by thermal camera,https://linkinghub.elsevier.com/retrieve/pii/S1319157822004013,2026-04-27,34,2022
,,"Nobel, S.M. Nuruzzaman and Afroj, Maharin and Kabir, Md Mohsin and Mridha, M.F.",,nobelDevelopmentCuttingedgeEnsemble2024,,10.1016/j.aiia.2024.10.005,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\AF3X3YNP\\Nobel et al. - 2024 - Development of a cutting-edge ensemble pipeline for rapid and accurate diagnosis of plant leaf disea.pdf:application/pdf,,25897217,Artificial Intelligence in Agriculture,en,dec,,56--72,,,Development of a cutting-edge ensemble pipeline for rapid and accurate diagnosis of plant leaf diseases,https://linkinghub.elsevier.com/retrieve/pii/S2589721724000394,2026-04-27,14,2024
"Colletotrichum kahawae (Coffee Berry Disease) spreads through spores that can be carried by wind, rain, and insects affecting coffee plantations, and causes 80\% yield losses and poor-quality coffee beans. The deadly disease is hard to control because wind, rain, and insects carry spores. Colombian researchers utilized a deep learning system to identify CBD in coffee cherries at three growth stages and classify photographs of infected and uninfected cherries with 93\% accuracy using a random forest method. If the dataset is too small and noisy, the algorithm may not learn data patterns and generate accurate predictions. To overcome the existing challenge, early detection of Colletotrichum Kahawae disease in coffee cherries requires automated processes, prompt recognition, and accurate classifications. The proposed methodology selects CBD image datasets through four different stages for training and testing. XGBoost to train a model on datasets of coffee berries, with each image labeled as healthy or diseased. Once the model is trained, SHAP algorithm to figure out which features were essential for making predictions with the proposed model. Some of these characteristics were the cherry’s colour, whether it had spots or other damage, and how big the Lesions were. Virtual inception is important for classification to virtualize the relationship between the colour of the berry is correlated with the presence of disease. To evaluate the model’s performance and mitigate excess fitting, a 10-fold cross-validation approach is employed. This involves partitioning the dataset into ten subsets, training the model on each subset, and evaluating its performance. In comparison to other contemporary methodologies, the model put forth achieved an accuracy of 98.56\%.",,"Selvanarayanan, Raveena and Rajendran, Surendran and Alotaibi, Youseef",,selvanarayananEarlyDetectionColletotrichum2024,,10.32604/cmes.2023.044084,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\MCQBLPHR\\Selvanarayanan et al. - 2024 - Early Detection of Colletotrichum Kahawae Disease in Coffee Cherry Based on Computer Vision Techniqu.pdf:application/pdf,,1526-1506,Computer Modeling in Engineering \& Sciences,en,,1,759--782,,,Early Detection of Colletotrichum Kahawae Disease in Coffee Cherry Based on Computer Vision Techniques,https://www.techscience.com/CMES/v139n1/55135,2026-04-27,139,2024
"This paper presents a deep learning architecture Res-Inception model, that combines InceptionV3 and ResNet50V2 to classify different orange diseases with high accuracy. The images selected for the present study were 1614 in number and composed of four classes, namely, black spot disease, citrus canker, citrus greening, and healthy oranges, and chosen to enable precise disease identification for agriculture purposes for orange farming. To improve the detection accuracy, more sophisticated processing of input data was performed, such as resizing, flipping, rotation, shifting, zooming, and standardization by using the Z-score method combined with Median Absolute Deviation. The proposed Res-Inception model was found to have an accuracy of 98.93\%, which is better than that of other CNNs, CNN-SVM, and YOLOv7. One of the significant differences in the proposal of this work is based on the explainability of the model. It has provided the integration of explainable AI such as Grad-CAM, Score-CAM, and LIME which enables The comprehension of how the model makes decisions in real-world applications in agriculture. This capability not only enhances transparency but also empowers users to validate predictions in real-time disease management scenarios. Thus, the Res-Inception approach is an innovative and effective method for early detection of diseases of orange plants in precision agriculture and further enhances the use of artificial intelligence to help farmers worldwide improve crop yields and increase food security.",,"Tanvir, Kazi and Tanim, Sharia Arfin and Kabir, Md. Sayem and Kabir, K.M. Tahsin and Rassel, Mian Mohammad and Abdullah Al Sohan, Md. Faruk",,tanvirExplainabilityOrangeDisease2025,,10.1016/j.procs.2025.04.521,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\37DR5NAH\\Tanvir et al. - 2025 - Explainability in Orange Disease Detection through a Res-Inception Framework Integrating Deep Learni.pdf:application/pdf,,18770509,Procedia Computer Science,en,,,2597--2606,,,Explainability in Orange Disease Detection through a Res-Inception Framework Integrating Deep Learning Techniques,https://linkinghub.elsevier.com/retrieve/pii/S1877050925016254,2026-04-27,258,2025
"This study introduces a hybrid deep learning model that combines CNN-based hierarchical feature extraction with light-efficient vision transformer self-attention to classify multiple types of cotton leaf diseases and fabric defects. Using Explainable AI (XAI) techniques, the framework enhances interpretability, allowing domain experts to better understand the model’s decisions. Evaluated on four benchmark datasets, the proposed XCottL-FebViT achieved consistent improvements in accuracy, MCC, and F1 Score compared with leading transformer-based models, while maintaining computational efficiency through hyperparameter optimization. For CottonLeafNet and SAR-CLD, it attained training accuracies of 99.97\% and 99.95\%, with validation accuracies of 99.93\% and 99.91\%, respectively. In fabric defect classification, the model achieved 99.97\% training accuracy on CottonFabricImageBD and FabricSpotDefect, with validation accuracies of 99.93\% and 99.95\%, respectively. A lightweight web-based application enables practical deployment for remote disease and defect detection. This work highlights the integration of interpretability, efficiency, and high performance in AI-driven agricultural and textile quality assessment.",,"Rahman Swapno, S M Masfequier and Sakib, Anamul and Uddin Khondakar Pranta, Al Shahriar and Hossain, Amira and Debnath, Jesika and Al Noman, Abdullah and Al Sakib, Abdullah and Ahmed, Md. Redwan and Haque, Rezaul and Appaji, Abhishek",,rahmanswapnoExplainableTransformerFramework2026,,10.1016/j.isci.2025.114411,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\QPR3VQUK\\Rahman Swapno et al. - 2026 - Explainable transformer framework for fast cotton leaf diagnostics and fabric defect detection.pdf:application/pdf,,25890042,iScience,en,feb,2,114411,,,Explainable transformer framework for fast cotton leaf diagnostics and fabric defect detection,https://linkinghub.elsevier.com/retrieve/pii/S2589004225026720,2026-04-27,29,2026
"Integrating smart farming technologies in agriculture is crucial to address the pressing challenges of food security, economic stability, and environmental sustainability. Solutions based on artificial intelligence (AI) for plant disease detection play a critical role in optimizing crop health and yield. However, the complexity and opacity of these AI models can hinder their acceptance and practical application by end-users. To address this issue, our ongoing research explores applying explainable AI (XAI) techniques to enhance the explainability of vision-based plant disease classification models. Our experiments assess the transparency of visionbased models by applying XAI techniques, such as LIME, Grad-CAM, and occlusion-based attribution, to visualize the reasoning behind model predictions. Additionally, we analyze inherently transparent machine learning models, such as k-Nearest Neighbors, through custom visualization graphics and examine how explainability varies with model accuracy. These findings highlight the role of XAI techniques in enhancing the transparency of predictions for crucial vision tasks in agriculture such as plant disease classification. B uilding o n t hese r esults, w e e xplore t he p otential i ntegration o f X AI t echniques i nto t hird-party a pplications or prototypes, emphasizing how tailored visual and textual explanations can enhance the transparency and interpretability of plant disease classification models.",,"Porfírio, Rui Pedro and Madeira, Rui Neves and Santos, Pedro Albuquerque",,porfirioExploringExplainableAI2025,,10.1016/j.procs.2025.07.170,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\U9742TWI\\Porfírio et al. - 2025 - Exploring Explainable AI Techniques for Plant Disease Classification in Digital Agriculture.pdf:application/pdf,,18770509,Procedia Computer Science,en,,,175--182,,,Exploring Explainable AI Techniques for Plant Disease Classification in Digital Agriculture,https://linkinghub.elsevier.com/retrieve/pii/S1877050925022203,2026-04-27,265,2025
"Timely and accurate identification of plant leaf diseases plays a vital role in ensuring sustainable agriculture and universal food security. Accurate identification of plant leaf diseases ensures healthier plant cultivation, which is pivotal for sustainable agriculture operations. In this study, we present a plant leaf disease recognition mechanism that utilizes a stacking ensemble structure combined with a Large Language Model (LLM) and Explainable AI (XAI) mechanism to improve identification accuracy and comprehensibility. To capture high textural structure, we utilized the Gray Level Co-occurrence Matrix (GLCM), whereas the MobileNetV3 architecture was utilized to maintain low computational cost in feature extraction. GoogleNet was integrated to improve multi-scale feature extraction by employing inception blocks, which effectively obtain fine-grained details and universal spatial patterns. Our ensemble framework integrates improved versions of MobileNetV3, GoogleNet, and ConvNeXtSmall with CatBoost employed as a nonlinear meta-learner allowing the framework to effectively capture complex connections among the base models within the ensemble framework. Moreover, we utilized additional CNN models, including AlexNet and EfficientNetV2B0, to compare the result of our proposed stacking ensemble model and to evaluate its generalization ability over various architectural designs. In addition, we developed a real-time system integrating an LLM with the proposed ensemble model, ensuring automatic plant leaf disease recognition and delivering corresponding curing recommendations. Our findings contribute to plant-based agriculture by enabling early diagnosis of leaf diseases and providing real-time recommendations through DL and LLM technology.",,"Saha, Dip Kumar and Ahmed, Mohammad Rasel and Nath, Tushar Deb and Boby, Rounakul Islam and Hossen, Md. Jakir and Mridha, M.F.",,sahaFusingExplainableDeep2025,,10.1016/j.iswa.2025.200596,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\C4JDWGYK\\Saha et al. - 2025 - Fusing explainable deep learning ensembles and LLM recommendations for real-time plant leaf disease.pdf:application/pdf,,26673053,Intelligent Systems with Applications,en,dec,,200596,,,Fusing explainable deep learning ensembles and LLM recommendations for real-time plant leaf disease diagnosis,https://linkinghub.elsevier.com/retrieve/pii/S266730532500122X,2026-04-27,28,2025
"Guava (Psidium guajava) faces significant threats from leaf diseases that compromise its yield and quality. Traditional diagnostic methods that rely on manual inspection are inefficient and subjective, necessitating automated solutions. This study introduces a robust ensemble deep learning framework for guava leaf disease classification by combining hybrid data augmentation with advanced architectures to address the variability in environmental conditions and imaging. A dataset of 2,063 guava leaf images in five categories was expanded using traditional geometric augmentation and synthetic GAN-generated images. Seven state-of-the-art deep learning models, and Vision Transformer B16) were evaluated, with InceptionV3 (92.50\% accuracy on GAN data) and ResNet50 (93.12\% accuracy on augmented data) selected for their complementary strengths. A multichannel model fused their features, achieving a 97.50\% test accuracy, 0.975 F1-score, and 0.9934 AUC. The results demonstrate the viability of integrating CNNs with transformer architectures under unified augmentation strategies, thereby offering a scalable solution for real-time field deployment.",,"Güler, Osman and Etem, Taha and Teke, Mustafa",,gulerHybridAugmentationMultichannel2025,,10.1016/j.asej.2025.103716,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\2ISIYN5H\\Güler et al. - 2025 - Hybrid augmentation for multi-channel deep learning in guava leaf disease detection.pdf:application/pdf,,20904479,Ain Shams Engineering Journal,en,nov,11,103716,,,Hybrid augmentation for multi-channel deep learning in guava leaf disease detection,https://linkinghub.elsevier.com/retrieve/pii/S2090447925004575,2026-04-27,16,2025
"To reduce damage caused by insect pests, farmers use insecticides to protect produce from crop pests. This practice leads to high synthetic chemical usage because a large portion of the applied insecticide does not reach its intended target; instead, it may affect non-target organisms and pollute the environment. One approach to mitigating this is through the selective application of insecticides to only those crop plants (or patches of plants) where the insect pests are located, avoiding non-targets and beneﬁcials. The ﬁrst step to achieve this is the identiﬁcation of insects on plants and discrimination between pests and beneﬁcial non-targets. However, detecting small-sized individual insects is challenging using image-based machine learning techniques, especially in natural ﬁeld settings. This paper proposes a method based on explainable artiﬁcial intelligence feature selection and machine learning to detect pests and beneﬁcial insects in ﬁeld crops. An insect-plant dataset reﬂecting real ﬁeld conditions was created. It comprises two pest insects—the Colorado potato beetle (CPB, Leptinotarsa decemlineata) and green peach aphid (Myzus persicae)—and the beneﬁcial seven-spot ladybird (Coccinella septempunctata). The specialist herbivore CPB was imaged only on potato plants (Solanum tuberosum) while green peach aphids and seven-spot ladybirds were imaged on three crops: potato, faba bean (Vicia faba), and sugar beet (Beta vulgaris subsp. vulgaris). This increased dataset diversity, broadening the potential application of the developed method for discriminating between pests and beneﬁcial insects in several crops. The insects were imaged in both laboratory and outdoor settings. Using the GrabCut algorithm, regions of interest in the image were identiﬁed before shape, texture, and colour features were extracted from the segmented regions. The concept of explainable artiﬁcial intelligence was adopted by incorporating permutation feature importance ranking and Shapley Additive explanations values to identify the feature set that optimized a model's performance while reducing computational complexity. The proposed explainable artiﬁcial intelligence feature selection method was compared to conventional feature selection techniques, including mutual information, chi-square coefﬁcient, maximal information coefﬁcient, Fisher separation criterion and variance thresholding. Results showed improved accuracy (92.62 \% Random forest, 90.16 \% Support vector machine, 83.61 \% Knearest neighbours, and 81.97 \% Naïve Bayes) and a reduction in the number of model parameters and memory usage (7.22 × 107 Random forest, 6.23 × 103 Support vector machine, 3.64 × 104 K-nearest neighbours and 1.88 × 102 Naïve Bayes) compared to using all features. Prediction and training times were also reduced by approximately half compared to conventional feature selection techniques. This demonstrates a simple machine learning algorithm combined with an ideal feature selection methodology can achieve robust performance comparable to other methods. With feature selection, model performance can be maximized and hardware requirements reduced, which are essential for real-world applications with resource constraints. This research offers a reliable approach towards automatic detection and discrimination of pest and beneﬁcial insects which will facilitate the development of alternative pest control approaches and other targeted pest removal methods that are less harmful to the environment than the broad-scale application of synthetic insecticides.",,"Aminu, Rabiu and Cook, Samantha M. and Ljungberg, David and Hensel, Oliver and Nasirahmadi, Abozar",,aminuImprovingPerformanceMachine2025,,10.1016/j.aiia.2025.03.008,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\LRKZC483\\Aminu et al. - 2025 - Improving the performance of machine learning algorithms for detection of individual pests and benef.pdf:application/pdf,,25897217,Artificial Intelligence in Agriculture,en,sep,3,377--394,,,Improving the performance of machine learning algorithms for detection of individual pests and beneficial insects using feature selection techniques,https://linkinghub.elsevier.com/retrieve/pii/S258972172500039X,2026-04-27,15,2025
,,"Zhang, Yongquan and Xu, Yiwei and Xu, Taosheng and Wang, Changmiao and Li, Chengdao and Wang, Hai",,zhangRSDYOLOImprovedYOLOv7tiny2025,,10.1016/j.atech.2025.101433,article,PDF:C\:\\Users\\kamalesh\\My Drive\\College\\3. PhD\\Zotero\\storage\\57LM5PC4\\Zhang et al. - 2025 - RSD-YOLO An improved YOLOv7-tiny framework for oat disease severity identification with integration.pdf:application/pdf,,27723755,Smart Agricultural Technology,en,dec,,101433,,RSD-YOLO,RSD-YOLO: An improved YOLOv7-tiny framework for oat disease severity identification with integration of ReXNet and decoupled head,https://linkinghub.elsevier.com/retrieve/pii/S2772375525006641,2026-04-27,12,2025
